,App ID,AppName,,Reviews,Rating,,,
5199,1027419374,Explore Daniel Tiger's Neighborhood,2.99,92,3.5,4+,Education,1
5201,1027688889,Piano Tiles 2™(Don't Tap The White Tile 2),0,55077,4.5,4+,Games,1
5205,1027799669,Blitzrechnen 1. Klasse - Mathe lernen in der Grundschule mit Klett nach dem offiziellen Lehrplan,3.99,0,0,4+,Education,1
5207,1028003495,Hidden Pictures by Highlights Magazine,0,1478,4.5,4+,Games,1
5208,1028179601,Teenage Mutant Ninja Turtles: Battle Match Game,1.99,70,4,9+,Games,1
5209,1028272877,Mods for Minecraft PC & Servers for Minecraft PE,1.99,753,4.5,12+,Utilities,1
5213,1028362533,Slots - Huuuge Casino: Slot Machines,0,13637,4.5,12+,Games,1
5214,1028400679,Bookling - Track Your Reading Habits,0.99,20,3,4+,Productivity,1
5215,1028464453,Strawberry Shortcake Candy Garden,0,633,4.5,4+,Entertainment,1
5216,1028546978,Dreampath - The Two Kingdoms HD - A Magical Hidden Object Game (Full),6.99,248,4.5,9+,Games,1
5217,1028556453,Dark Dimensions: Homecoming HD - A Hidden Object Mystery (Full),6.99,78,3.5,9+,Games,1
5218,1028558002,Dark Dimensions: Homecoming - A Hidden Object Mystery (Full),2.99,10,2.5,9+,Games,1
5219,1028610115,Teenage Mutant Ninja Turtles: Portal Power,3.99,113,4,9+,Games,1
5220,1028623510,PewDiePie: Legend of the Brofist,4.99,10828,5,12+,Games,1
5222,1028791881,Photograph+,0.99,0,0,4+,Photo & Video,1
5223,1028902794,Der IQ Test - Intelligenztest (Deutsch),0,0,0,4+,Games,1
5228,1028939296,ゲームプレイで賞金ゲット！ポットハンター,0,0,0,17+,Games,1
5231,1028950091,The Greedy Cave,0.99,914,4.5,9+,Games,1
5233,1028984371,Angry Birds Action!,0,1863,4,4+,Games,1
5234,1029033692,Pastry Picnic,0,447,4.5,4+,Games,1
5238,1029273159,Anki OVERDRIVE,0,981,4.5,9+,Entertainment,1
5240,1029375276,Pixduel™,0,1602,4,4+,Games,1
5243,1029499643,Rugby Nations 16,4.99,78,4.5,12+,Games,1
5244,1029588869,Brothers: A Tale of Two Sons,2.99,460,3.5,12+,Games,1
5247,1029932207,Papa's Cupcakeria To Go!,1.99,157,4,4+,Games,1
5251,1030395486,Plug Pocketmine for Minecraft PE,2.99,770,3,4+,Games,1
5252,1030447361,Weed Firm 2: Back To College,0,4387,4.5,17+,Games,1
5253,1030457527,Disney Build It: Frozen,3.99,48,3,4+,Entertainment,1
5254,1030487391,Selfeo,0,366,4,17+,Social Networking,1
5255,1030505688,Followers Analysis Tool For Instagram App Free,0,4253,4,4+,Social Networking,1
5256,1030522460,The Lion Guard,3.99,78,4,4+,Entertainment,1
5257,1030548464,hocus.,0.99,5778,4.5,4+,Games,1
5258,1030634472,Outfolded,0,1468,4.5,4+,Games,1
5259,1030710604,"金陵十三钗－王丽坤代言,伴你穿越红楼今梦",3.99,0,0,17+,Games,1
5260,1030762703,Speedafari – Speed Up Safari on Slow Connections,1.99,28,5,4+,Utilities,1
5261,1030792602,Word²,1.99,556,4.5,4+,Games,1
5262,1030804846,Churchill Solitaire - World War Card Game,0,13241,4.5,12+,Games,1
5263,1030815031,Discovery VR,0,125,3,4+,Entertainment,1
5264,1030902626,Scribblenauts Unlimited,4.99,1350,4,9+,Games,1
5266,1031002863,Color Therapy Adult Coloring Book for Adults,0,84062,5,4+,Book,1
5267,1031021466,Amount Plus - Unit And Currency Converter,2.99,35,4,4+,Productivity,1
5268,1031088612,小历 - 通知中心日历,0.99,11,4.5,4+,Productivity,1
5269,1031152574,LONEWOLF,0,1906,4.5,17+,Games,1
5270,1031155880,Solar Walk ™ 2 - Space Missions & Solar System,2.99,316,4,4+,Education,1
5271,1031164407,おチャベリ-ビデオ通話でマッチングアプリ,0,0,0,17+,Social Networking,1
5272,1031228862,Crafty Candy - Match 3 Puzzle Game,0,7511,4.5,4+,Games,1
5273,1031388734,Mystery Trackers: Nightsville Horror - A Hidden Object Adventure (Full),2.99,9,3.5,9+,Games,1
5274,1031390478,Mystery Trackers: Nightsville Horror HD - A Hidden Object Adventure (Full),6.99,72,4.5,9+,Games,1
5275,1031391869,Reelgood - TV Guide for Streaming,0,125,4.5,4+,Entertainment,1
5276,1031406492,Train Driver Journey 4 - Introduction to Steam,0.99,429,4.5,4+,Games,1
5279,1031530508,Telepaint,2.99,47,4.5,9+,Games,1
5280,1031569021,Primal Legends,0,1692,4.5,9+,Games,1
5281,1031704553,Tetro Blocks - Beat IQ with Tetrix-style-puzzle.,0,0,0,4+,Games,1
5282,1031706898,Britney Spears: American Dream,0,2129,4.5,12+,Games,1
5284,1031728646,Frozen Free Fall: Icy Shot,0,1133,4.5,4+,Games,1
5285,1031781908,"Marline - Weather, Tides & Moon",0.99,55,4,4+,Weather,1
5286,1031791319,公牛炒股-证券开户交易软件,0.99,0,0,17+,Finance,1
5287,1031838318,君の目的はボクを殺すこと。,0,0,0,9+,Games,1
5288,1031843950,Truck Simulator PRO 2016,3.99,875,4,4+,Games,1
5289,1031857811,二炮手-同名抗战狙击手游(孙红雷主演),0,1,3,17+,Games,1
5290,1031867079,Forest Heroes Story,0,38,4.5,4+,Games,1
5294,1032040117,Legendary - Game of Heroes,0,1776,4.5,12+,Games,1
5297,1032240256,【真・お絵かきパズル】〇〇投げてみた結果ｗｗ　完全無料！,0,12,4.5,4+,Games,1
5299,1032298135,【実況】今からカレシを葬る #衝撃の実況動画ノベルゲーム,0,0,0,17+,Games,1
5300,1032301062,BuzzTube - Video Player for YouTube,0,21012,4.5,17+,Entertainment,1
5301,1032308323,EVERYTOWN,0,141,4,4+,Games,1
5303,1032381310,Kendall and Kylie,0,55011,4.5,12+,Games,1
5305,1032432287,HOUND Voice Search & Assistant,0,297,4,9+,Productivity,1
5306,1032443533,Genies & Gems,0,9768,4.5,4+,Games,1
5307,1032451280,The Blacklist: Conspiracy,0,496,4,12+,Games,1
5308,1032460746,"Thirty Days & Seven Seas – Pirate Battle Board Game Starring Clarence, Jeff and Sumo",2.99,68,4.5,9+,Games,1
5309,1032464015,まぐろ職人（通）,0,0,0,4+,Games,1
5311,1032708262,Downwell,2.99,1679,5,9+,Games,1
5312,1032743715,Teeny Titans - Teen Titans Go! Figure Battles,3.99,2503,4.5,9+,Games,1
5314,1032845453,BB-8™ App Enabled Droid Powered by Sphero,0,4385,4.5,4+,Entertainment,1
5315,1032934485,City Car Driving,0,41,4,4+,Games,1
5317,1032997004,Endless Sky,0,6313,4.5,4+,Games,1
5318,1033014013,Warrior Balls,0,4375,4.5,4+,Games,1
5319,1033049320,出会い応援チャットアプリLIKE YOU,0,0,0,17+,Social Networking,1
5320,1033049991,The Lost Treasure,2.99,155,5,4+,Games,1
5321,1033076651,TALES OF LINK,0,229,4,4+,Games,1
5327,1033117027,Black Hole -世の中で最も困難な物理げーむ ぱずる-,0,0,0,4+,Games,1
5329,1033229197,Ys Chronicles II,4.99,34,5,9+,Games,1
5330,1033282601,Teenage Mutant Ninja Turtles: Legends,0,10771,4.5,9+,Games,1
5331,1033342465,Just Press Record,4.99,334,4,4+,Utilities,1
5332,1033387365,倩女幽魂-周年庆资料片开启新主角剧情,0,405,4.5,9+,Games,1
5334,1033521131,Adventure Company,0,1392,4.5,12+,Games,1
5335,1033617377,Snowboarding The Fourth Phase,0,815,4.5,9+,Games,1
5336,1033645055,Smart Watch Notice,4.99,214,1,4+,Utilities,1
5337,1033679736,Dig Deep!,1.99,36,3.5,9+,Games,1
5338,1033682827,Myths of the World: Black Rose HD - A Hidden Object Adventure (Full),6.99,84,4,9+,Games,1
5339,1033685038,Myths of the World: Black Rose - A Hidden Object Adventure (Full),2.99,20,4,9+,Games,1
5340,1033746864,风行视频+ HD - 电影电视剧体育视频播放器,0,648,4.5,17+,Entertainment,1
5341,1033781064,EatMe.io: Hungry Fish Attack!,0,256,3.5,4+,Games,1
5342,1033803652,VR Street Jump for Google Cardboard,0,236,3.5,4+,Games,1
5344,1033873301,Super Sharp,1.99,7776,5,4+,Games,1
5345,1034018838,Beat the Boss 4,0,1368,4,12+,Games,1
5346,1034019709,Weed Firm: RePlanted,0,10122,4.5,17+,Games,1
5347,1034091427,Goosebumps Night of Scares,0,572,4,12+,Games,1
5351,1034201612,Finger Hero: Avoid Obstacles,0,870,4.5,12+,Games,1
5354,1034310786,Mad City Crime,0,793,3,12+,Games,1
5355,1034383306,Sea Hero Quest,0,2908,5,4+,Games,1
5356,1034399175,Ominous Objects: Phantom Reflection HD - A Hidden Object Adventure (Full),6.99,43,4,9+,Games,1
5357,1034420003,Egg!,0,33407,4.5,4+,Games,1
5358,1034523226,Endless Learning Academy,0,143,4,4+,Education,1
5359,1034533362,Focus! - Can You Tell Them Apart?,0,766,3.5,4+,Games,1
5360,1034591399,BMX Streets,2.99,54,3.5,4+,Games,1
5362,1034630958,Tap Tap Dash,0,11748,4.5,4+,Games,1
5364,1034658841,Dungelot: Shattered Lands,3.99,940,4.5,12+,Games,1
5367,1034714533,Goal Kick - free penalty shootout soccer game,0,57,3,4+,Games,1
5368,1034773723,Power Hover,3.99,458,4.5,4+,Games,1
5369,1034774337,"OVLA - Awesome & Creative Typography Design, Graphic Design, Photo Editing",0.99,21,3.5,4+,Photo & Video,1
5370,1034933180,Shimmer and Shine: Enchanted Carpet Ride Game HD,4.99,20,4,4+,Education,1
5371,1034934076,Shimmer and Shine:  Enchanted Carpet Ride Game,2.99,7,3,4+,Education,1
5372,1034995058,theSkimm,0,1765,4.5,12+,News,1
5373,1035107039,铁血武林-武侠回合制策略手游,0.99,0,0,12+,Games,1
5374,1035142291,SW/NG - Living Photos. Memories that Swing.,0,222,3,12+,Photo & Video,1
5375,1035161188,What's My Mutt?,0.99,178,4,4+,Lifestyle,1
5376,1035197114,A high end tuner for all instruments!@Tuner,2.99,0,0,4+,Music,1
5377,1035217840,[the Sequence],0.99,254,5,4+,Games,1
5378,1035219553,Analog London,0.99,7,5,4+,Photo & Video,1
5379,1035219562,Analog Paris,0.99,32,4.5,4+,Photo & Video,1
5380,1035220162,Analog Budapest,0.99,6,4.5,4+,Photo & Video,1
5382,1035238692,GyroSphere Trials,0,1267,3.5,4+,Games,1
5383,1035245749,新大主宰-2016卡牌手游巨作！,0,0,0,12+,Games,1
5384,1035263816,Runtastic Results: Workout & Bodyweight Training,0,1718,4.5,4+,Health & Fitness,1
5385,1035299535,Bella's Pizza Place - Italian Food Maker,0,77,4,4+,Games,1
5387,1035331258,iScanner - PDF Document Scanner App,4.99,8675,4.5,4+,Business,1
5388,1035355817,VPN Proxy Master Pro,5.99,771,5,4+,Productivity,1
5389,1035361376,Outback,0,805,4.5,12+,Food & Drink,1
5391,1035460404,Don't Be Squared,0,100,4,9+,Games,1
5392,1035494079,Re:Monster,0,37,3.5,12+,Games,1
5396,1035525494,パチスロ バイオハザード6,14.99,0,0,12+,Games,1
5397,1035542049,謎解き母からのメモ,0,0,0,4+,Book,1
5399,1035582408,Supermodel Star - Rule the Runway,0,250,4,4+,Games,1
5403,1035635092,Shopkins: Top Trumps,2.99,10,3,4+,Games,1
5404,1035663068,Inversions,2.99,0,0,4+,Education,1
5405,1035689743,"BusyCal - Calendar, Reminders & To Dos",4.99,139,3.5,4+,Productivity,1
5406,1035690802,Titan Quest,7.99,1350,4,9+,Games,1
5407,1035696371,CLUE Bingo,0,12123,4.5,12+,Games,1
5408,1035837482,Home - Design & Decor Shopping,0,3354,4.5,4+,Lifestyle,1
5409,1035993638,Crazy Cake Swap,0,4638,5,4+,Games,1
5410,1036062958,まぐろ投げ！,0,0,0,4+,Games,1
5411,1036066107,Camcorder - Record VHS Home Videos,0,830,4.5,4+,Photo & Video,1
5413,1036088441,Basket Fall - Basketball Dunking Sim,0,2251,4.5,4+,Games,1
5414,1036094312,大圣捉妖记,0,0,0,12+,Games,1
5416,1036129117,大头儿子天天乐跑-和孩子一起玩的游戏！,0,0,0,12+,Games,1
5417,1036141497,Ringtones for iPhone with Ringtone Maker,0,4013,4.5,4+,Music,1
5418,1036157827,Civil War: Wilson's Creek,1.99,6,3,12+,Games,1
5419,1036205036,"Road watcher: dash camera, car video recorder.",0.99,10,3,4+,Navigation,1
5420,1036435323,go90 – Stream TV & Live Sports,0,3355,4,12+,Entertainment,1
5421,1036437162,Music Memos,0,909,4,4+,Music,1
5422,1036517151,Little Fox Animal Doctor - be a vet,1.99,66,2.5,4+,Book,1
5423,1036661603,Rolling Sky,0,30670,4.5,4+,Games,1
5425,1036723978,Voice Translator with Offline Dictionary Pro,13.99,499,4.5,4+,Reference,1
5427,1036859032,Bakery Blitz: Cooking Game,0,2605,4,4+,Games,1
5428,1037103749,Disney Junior Magic Phone with Sofia the First and Mickey Mouse,2.99,67,4,4+,Education,1
5429,1037160778,Team Drift Cats,0.99,12,4.5,9+,Games,1
5432,1037285199,"Themify - Full HD Themes for iPhone with Live Wallpapers, Backgrounds and Keyboards.",3.99,1024,4.5,4+,Utilities,1
5433,1037414606,Talking Tom Jetski,0,2853,4,4+,Games,1
5434,1037420924,Talking Tom Bubble Shooter,0,2659,4.5,4+,Games,1
5435,1037601932,Should Shoot,2.99,1,5,9+,Games,1
5437,1037712285,Personal Progress Binder,4.99,66,4.5,4+,Productivity,1
5443,1037781582,iFaces - Custom Themes and Faces for Apple Watch,1.99,376,2.5,4+,Lifestyle,1
5444,1037799797,渡劫-多武器战斗,0.99,0,0,9+,Games,1
5445,1037820836,Build Your Palace,0.99,228,4,4+,Games,1
5446,1037823594,Ice Cream Truck Girl - Frozen Sweets Maker,0,169,4,4+,Games,1
5447,1037830332,Ringtones for iPhone Unlimited.,2.99,313,4,4+,Music,1
5448,1037866921,Minds On Physics the App - Part 1,0.99,16,1.5,4+,Education,1
5455,1038007349,Giant Turnip Game: A Voyage Of Vegetable Extraction!,0,89,5,4+,Games,1
5461,1038313415,Billiards9,0,0,0,4+,Games,1
5465,1038376578,Carmen Sandiego Returns-A Global Spy Game for Kids,3.99,273,3,4+,Education,1
5466,1038379658,Green Game TimeSwapper,2.99,0,0,4+,Games,1
5467,1038384580,果罐Pro-通知中心快捷安全启动插件,2.99,0,0,17+,Utilities,1
5468,1038653883,Yellow - Make new friends,0,3809,4.5,12+,Lifestyle,1
5471,1038796140,Shopkins World!,0,3047,4,4+,Games,1
5473,1038849525,POTO - Photo Collage Maker,0,1149,4.5,4+,Photo & Video,1
5474,1038866266,Sky Chasers,0,1074,4.5,4+,Games,1
5475,1039011796,Labyrinths of the World: Forbidden Muse HD - A Mystery Hidden Object Game (Full),6.99,54,4,9+,Games,1
5476,1039129211,Dark Tales: Edgar Allan Poe’s The Mystery of Marie Roget HD - A Hidden Object Mystery (Full),6.99,109,3.5,9+,Games,1
5477,1039133072,Dark Tales: Edgar Allan Poe’s The Mystery of Marie Roget - A Hidden Object Mystery (Full),2.99,15,3,9+,Games,1
5478,1039141908,LEGO® Ninjago™: Shadow of Ronin™,4.99,342,4.5,9+,Games,1
5479,1039171609,セブン‐イレブンアプリ,0,0,0,17+,Lifestyle,1
5483,1039260250,"lollicam - photo, video, and selfie camera",0,51,3.5,9+,Photo & Video,1
5485,1039264027,Motor Trend OnDemand,0,247,2.5,4+,Entertainment,1
5486,1039514679,Bullet'nTunes,1.99,1,4,4+,Games,1
5487,1039596715,FastEver 2 - Quick memo app for Evernote,3.99,24,4.5,4+,Productivity,1
5488,1039637425,Extreme Forklifting 2,0,99,4,4+,Games,1
5491,1039728737,Street Fighter Puzzle Spirits,0,100,2.5,12+,Games,1
5501,1039848719,Galaxy on Fire 3 - Manticore,0,7609,4,12+,Games,1
5503,1039883456,爆速！マルチ募集掲示板 for モンスト,0,0,0,4+,Entertainment,1
5504,1039910808,Patchmania KIDS - A Puzzle About Bunny Revenge!,3.99,3,4.5,4+,Games,1
5505,1039945866,Electoral 2016 - Create Presidential Election Maps,1.99,22,4,4+,News,1
5506,1039971485,Sesame Street Alphabet Kitchen,2.99,35,4.5,4+,Education,1
5507,1039971965,Amateur Surgeon 4,0,2743,4.5,12+,Games,1
5514,1040048258,艶が～るプレミアム 女性向け恋愛ゲーム！乙女げーむ,0,0,0,17+,Games,1
5516,1040083067,Last Empire – War Z: Zombie Strategy Game,0,3323,4,12+,Games,1
5517,1040093707,Scanner App - PDF Document Scan,0,11696,4.5,4+,Business,1
5518,1040105227,全国一斉性格テストDX,0,0,0,17+,Entertainment,1
5519,1040120819,One Button Travel,2.99,111,3.5,12+,Games,1
5522,1040172229,my KONAMI Slots - Vegas Casino Slot Machine Games,0,13345,4.5,12+,Games,1
5524,1040224715,Smart Virtual Boyfriend,0,46,2,12+,Lifestyle,1
5525,1040227414,Exploding Kittens® - The Official Game,1.99,3980,4,9+,Games,1
5527,1040366566,盗墓之王-寻龙秘事,0,0,0,12+,Games,1
5528,1040407117,My Rockstar Girls - Party Rock Band,0,63,3.5,4+,Games,1
5529,1040417757,Bibi & Tina: Pferdeabenteuer,2.99,0,0,4+,Games,1
5530,1040444258,Fairy Land Rescue - Save the Magic Village,0,94,4,4+,Games,1
5531,1040451375,Musicloud Pro - MP3 and FLAC Music Player for Cloud Platforms.,2.99,885,4.5,4+,Music,1
5532,1040451985,Musicloud - MP3 and FLAC Music Player for Cloud Platforms.,0,2211,4,4+,Music,1
5534,1040523600,Zasa : An AI Story,0.99,5,4.5,4+,Games,1
5535,1040608649,Mahjong Classic Board Game,0,10275,4.5,4+,Games,1
5536,1040671838,Star Skater,0,1189,4,9+,Games,1
5537,1040713617,愛しのショコラティエ いけめん恋愛ゲーム・乙女げーむ女性向け人気,0,0,0,17+,Games,1
5540,1040803415,Thomas & Friends: Race On!,0,89,3,4+,Games,1
5541,1040809311,Assault on Arnhem,4.99,12,2.5,9+,Games,1
5542,1040811649,闪瘦-健康减肥瘦身,0,0,0,17+,Health & Fitness,1
5543,1040871937,Dulp,0,1660,4.5,4+,Games,1
5544,1040930654,A Good Snowman Is Hard To Build,4.99,270,4.5,4+,Games,1
5545,1040968715,The Monsters by Tinybop,2.99,46,4.5,4+,Education,1
5548,1041260001,FINAL FANTASY Ⅸ,20.99,1502,4.5,12+,Games,1
5549,1041317729,Delicious - Emily's Tea Garden,9.99,95,2,4+,Games,1
5552,1041370707,格斗学院-社团争霸圣装崛起，热血高校一触即发,0,62,4.5,12+,Games,1
5554,1041406978,DOFUS Touch,0,104,4,12+,Games,1
5555,1041465860,Model 15,29.99,298,5,4+,Music,1
5556,1041512978,Weather Gods,2.99,187,4.5,4+,Weather,1
5557,1041517543,Fitbod Workout Log: Strength Lifting Bodybuilding,0,4668,5,4+,Health & Fitness,1
5558,1041528293,"Bloxels: Build, Play & Share Your Own Video Games",0,382,3.5,4+,Education,1
5559,1041596399,Boomerang from Instagram,0,2373,3.5,4+,Photo & Video,1
5560,1041631196,Football Clicker,0,12326,4.5,4+,Games,1
5562,1041731729,Magnets!,0,11,3.5,4+,Games,1
5563,1041808803,Beat Stomper,1.99,646,5,4+,Games,1
5564,1041873285,Super Phantom Cat - Be a jumping bro.,0,1206,4.5,4+,Games,1
5565,1041898963,Fairytale Fiasco - Sleeping Spell Rescue,0,201,4,4+,Games,1
5566,1041903908,400ステージに挑戦！ばあジャンプ,0,0,0,4+,Games,1
5567,1041951266,Titan Brawl,0,611,4.5,9+,Games,1
5569,1041987123,The Westport Independent,4.99,160,3.5,9+,Games,1
5571,1042173956,Emoji Bae - Custom Emojis,1.99,40,2.5,9+,Utilities,1
5572,1042195779,斗斗大冒险之我爱斗斗堂-官方正版4v4竞技抛物线手游,0,0,0,12+,Games,1
5575,1042273323,Splash Cars,0,2094,4.5,4+,Games,1
5577,1042298797,The Very Hungry Caterpillar™ – Shapes & Colors,2.99,7,5,4+,Education,1
5578,1042299727,Batman Unlimited: Gotham City’s Most Wanted,3.99,15,3.5,4+,Book,1
5579,1042300762,The Very Hungry Caterpillar - Creative Play,2.99,14,4,4+,Education,1
5580,1042322028,twofold inc.,3.99,1075,4.5,4+,Games,1
5581,1042326602,Neon Drive - '80s style arcade game,3.99,1046,4.5,4+,Games,1
5582,1042345185,Candy Party: Coin Carnival Dozer,0,1017,4.5,12+,Games,1
5584,1042419574,Fear For Sale: Phantom Tide HD - A Scary Hidden Object Mystery (Full),6.99,83,4,9+,Games,1
5585,1042433429,Stage Rush: Imagine Dragons,0,69,4.5,4+,Games,1
5590,1042770650,ROCKY™,0,989,4,9+,Games,1
5593,1042978679,Tiny Bone,0,0,0,9+,Games,1
5594,1042987645,Face Swap Live,1.99,1995,4,12+,Photo & Video,1
5595,1043003599,caRRage,0,671,4.5,12+,Games,1
5596,1043269825,Swap Ball - Endless Arcade Bouncer,0,113,4,4+,Games,1
5597,1043318628,BattleHand,0,4623,4.5,9+,Games,1
5598,1043337296,Hey! VINA - Where Women Meet New Friends,0,719,3,12+,Social Networking,1
5599,1043390344,币优铺,0,0,0,4+,Finance,1
5600,1043450394,BrainTraining!!GASHAAAAAAN!!,0,0,0,4+,Games,1
5604,1043579926,Toca Life: School,2.99,1744,4.5,4+,Education,1
5605,1043589663,Rayman Adventures,0,11100,4,4+,Games,1
5606,1043607606,Parallels,0,19,4,4+,Games,1
5607,1043640363,"Warhammer 40,000: Freeblade",0,16879,4.5,12+,Games,1
5608,1043689670,Tap Cats: Idle Warfare,0,313,4.5,12+,Games,1
5609,1043714288,The End of the World by Sean Wenham,0.99,15,4.5,17+,Games,1
5610,1043733402,Beyond: Light Advent Collector's Edition (Full),6.99,81,4,9+,Games,1
5611,1043824696,The Cooking Game- With Cute iMessage Food Stickers,0,340,4.5,4+,Games,1
5613,1044142557,Fits - Block Puzzle King,0,78,4.5,4+,Games,1
5617,1044225211,Critter Academy,0,43,3.5,9+,Games,1
5620,1044283059,拼多多 - 1亿人都在拼的购物App,0,5,2.5,4+,Shopping,1
5621,1044286515,Micro Machines,0,729,4.5,12+,Games,1
5622,1044318857,Agent Gumball - Roguelike Spy Game,2.99,22,4,9+,Games,1
5623,1044341430,Maze: Subject 360 HD - A Mystery Hidden Object Game (Full),6.99,123,4.5,9+,Games,1
5624,1044374093,Halfpipe Hero - Retro Arcade Skateboarding,0,532,4.5,4+,Games,1
5628,1044534100,Colored Dots -  by Ukids,0.99,0,0,4+,Education,1
5629,1044534198,Knots - The Ultimate Brain Challenge,0,105,3.5,4+,Games,1
5630,1044535426,Mobike - Dockless Bike Share,0,494,4.5,4+,Travel,1
5631,1044550538,You hate me? わたしのこと きらい？,0,1,5,17+,Games,1
5633,1044671796,Le Havre: The Inland Port,4.99,21,4,4+,Games,1
5634,1044677336,Cut the Rope: Magic,0.99,3229,4.5,4+,Games,1
5635,1044733380,Nevertales: Legends - A Hidden Object Adventure (Full),6.99,75,4.5,9+,Games,1
5636,1044764933,Dark Realm: Princess of Ice HD - A Mystery Hidden Object Game (Full),6.99,76,4,9+,Games,1
5637,1044818466,Hunting USA,1.99,72,3.5,12+,Games,1
5638,1044837432,The Secret Order: Beyond Time HD - A Hidden Object Adventure (Full),6.99,84,4.5,9+,Games,1
5639,1044848003,Surfingers,0,1416,4.5,9+,Games,1
5640,1044867788,Day One Journal,4.99,6380,4.5,4+,Lifestyle,1
5641,1044871992,Watch OWN,0,3895,4.5,12+,Entertainment,1
5643,1044923803,下ヨシ子の「２０１６年　あなたの流生命」,0,0,0,17+,Lifestyle,1
5645,1044950341,Streaks Workout,2.99,56,3,4+,Health & Fitness,1
5646,1044953131,Smash Fu - Endless Arcade Smasher,0,1086,4.5,4+,Games,1
5650,1045102110,Into the Dim,0,1521,4.5,9+,Games,1
5651,1045164931,Five Card Quest - Tactical RPG Battles,2.99,129,4,9+,Games,1
5652,1045165396,Vlogger Go Viral - Clicker Game & Vlog Simulator,0,21977,5,4+,Games,1
5653,1045232937,Flipominos,2.99,17,4.5,4+,Games,1
5654,1045268097,Inquire by Tamper,0.99,40,4.5,12+,Travel,1
5655,1045352003,RadiTube - great radio player for am/fm radios,0,0,0,12+,Entertainment,1
5659,1045436888,Microgolf Masters,0,1753,4,4+,Games,1
5661,1045504326,NO THING - Surreal Arcade Trip,1.99,35,4.5,9+,Games,1
5662,1045516045,Flip Diving,0,17012,4.5,12+,Games,1
5663,1045605097,Interact Contacts - Do more with your Contacts!,1.99,83,4,4+,Productivity,1
5664,1045823211,Danger Dodgers,0,93,4.5,9+,Games,1
5665,1045850132,モンスターマスターX【オンライン対戦型RPG（ロールプレイング・ゲーム）】,0,0,0,9+,Games,1
5666,1045901853,Geometry Dash Meltdown,0,117470,4.5,4+,Games,1
5667,1045947023,Sacred Legends,0,335,4,12+,Games,1
5669,1046195811,BO3 Ultimate Utility™ for Call of Duty Black Ops 3,4.99,127,3.5,12+,Games,1
5670,1046280177,"Halloween Makeover: Spa, Makeup & Dressup Salon",1.99,7,5,4+,Games,1
5671,1046345589,"GameDay College Football Radio - Live Games, Scores, News, Highlights, Videos, Schedule, and Rankings",1.99,12,4,4+,Sports,1
5673,1046429579,Gang City,0,251,2.5,17+,Games,1
5674,1046432580,Why You Lying?,0,355,2.5,12+,Entertainment,1
5675,1046448102,そら案内,0,0,0,4+,Weather,1
5676,1046480662,Pocket Glasses PRO - text magnifier app,3.99,18,2,4+,Utilities,1
5677,1046505126,Lane Racer,0,67,3.5,4+,Games,1
5678,1046510029,Bose Connect,0,915,3,4+,Music,1
5679,1046553860,A Tiny Game of Pong,1.99,99,4,4+,Games,1
5680,1046593064,Disney Crossy Road,0,38571,4.5,4+,Games,1
5681,1046598440,Zemoji Zombie Emoji - Halloween iMessage Stickers,0.99,1,4,9+,Entertainment,1
5682,1046617847,Pull My Tongue,0.99,559,4,9+,Games,1
5683,1046621147,Indoor soccer – football Dream league journey,0,58,2.5,4+,Games,1
5684,1046684325,Sam’s Club Scan & Go,0,5448,4.5,4+,Shopping,1
5685,1046694770,Sesame Street Makes Music,2.99,22,4,4+,Education,1
5687,1046787882,洋菓子店ローズ ～ほのぼの再建記～,0,20,4.5,4+,Games,1
5688,1046824077,Cat Monsters,0,7,4,4+,Games,1
5689,1046846443,Hungry Shark World,0,24057,4.5,12+,Games,1
5690,1046884557,Filterra – Photo Editor,3.99,366,4.5,4+,Photo & Video,1
5691,1047042828,Eat Game,0,0,0,4+,Games,1
5693,1047113274,【謎解き】罪と罰-ノベルゲーム型 推理アドベンチャー,0,5,4,12+,Book,1
5694,1047118827,Axe in Face 2,0,190,4.5,9+,Games,1
5695,1047205902,Cops & Robbers!,0,328,4,4+,Games,1
5696,1047246341,Candy Crush Jelly Saga,0,32395,4,4+,Games,1
5697,1047264616,Papa's Cupcakeria HD,2.99,359,4.5,4+,Games,1
5698,1047340501,MuseCam - Edit Photos & Manual Camera,0,4267,4.5,4+,Photo & Video,1
5699,1047354020,Ticket Drops,1.99,59,2.5,17+,Entertainment,1
5703,1047566421,BFB Champions 2.0 ~Football Club Manager~,0,33,4,4+,Games,1
5704,1047595823,Geometry Lock,0,140,3.5,4+,Games,1
5705,1047605171,歌手発掘 動画投稿アプリ  カラオケ！sing!  App Star,0,0,0,17+,Entertainment,1
5707,1047610405,Rope Racers - Fun Multiplayer Racing Game,0,404,4,9+,Games,1
5708,1047653834,Ball Maze!,0,110,3,4+,Games,1
5710,1047666264,Ultimate Briefcase,0,343,4,9+,Games,1
5711,1047713034,Burgers & Shakes - Fast Food Maker,0,84,4,4+,Games,1
5712,1047713752,Yummy Birthday - Party Food Maker,0,151,4,4+,Games,1
5713,1047733214,Learn 2 Fly,0,258,4,4+,Games,1
5714,1047755798,Phantasmat: The Endless Night - A Mystery Hidden Object Game (Full),2.99,13,4.5,9+,Games,1
5715,1047755932,Phantasmat: The Endless Night HD - A Mystery Hidden Object Game (Full),6.99,41,4.5,9+,Games,1
